"No account";"Deskripsi";"Debit Awal";"Kredit Awal";"Debit";"Kredit";"Debit Akhir";"Kredit Akhir"
"1110010000";"Kas Besar";"20.000.000,00";"0,00";"0,00";"0,00";"20.000.000,00";"0,00"
"1110020101";"Kas Kecil";"3.000.000,00";"0,00";"0,00";"0,00";"3.000.000,00";"0,00"
"1110020102";"Kas Kecil";"4.000.000,00";"0,00";"0,00";"0,00";"4.000.000,00";"0,00"
"1110020103";"Kas Kecil";"2.000.000,00";"0,00";"0,00";"0,00";"2.000.000,00";"0,00"
"1110020201";"Kas Kecil";"6.000.000,00";"0,00";"0,00";"0,00";"6.000.000,00";"0,00"
"1110020202";"Kas Kecil";"6.000.000,00";"0,00";"0,00";"0,00";"6.000.000,00";"0,00"
"1110020203";"Kas Kecil";"4.000.000,00";"0,00";"0,00";"0,00";"4.000.000,00";"0,00"
"1110020302";"Kas Kecil";"6.000.000,00";"0,00";"0,00";"0,00";"6.000.000,00";"0,00"
"1110020304";"Kas Kecil";"4.000.000,00";"0,00";"0,00";"0,00";"4.000.000,00";"0,00"
"1110020404";"Kas Kecil";"6.000.000,00";"0,00";"0,00";"0,00";"6.000.000,00";"0,00"
"1110020900";"Kas Kecil Kerohanian";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030101";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030102";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030103";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030201";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030202";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030203";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030302";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030304";"Kas Kegiatan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1110030404";"Kas Kegiatan";"0,00";"0,00";"12.200.000,00";"4.263.700,00";"7.936.300,00";"0,00"
"1121010000";"BDI - Umum - 91235572";"143.854.667,58";"0,00";"636.040.687,62";"633.180.157,59";"146.715.197,61";"0,00"
"1121110001";"BDI - VA Ciateul - 3562377469";"8.738.811,78";"0,00";"64.241.204,36";"65.610.654,87";"7.369.361,27";"0,00"
"1121120004";"BDI - VA Mekar Wangi - 3562375307";"5.426.068,06";"0,00";"37.541.292,85";"37.545.103,57";"5.422.257,34";"0,00"
"1121130002";"BDI - VA Kopo Permai - 3562373021";"24.556.749,19";"0,00";"130.194.399,39";"128.446.315,88";"26.304.832,70";"0,00"
"1121140003";"BDI - VA TKI - 3558977843";"56.963.683,52";"0,00";"64.434.325,23";"108.931.091,05";"12.466.917,70";"0,00"
"1122010000";"BCA - Umum - 7750381132";"1.372.369.436,35";"0,00";"1.469.360.675,00";"1.471.730.764,00";"1.369.999.347,35";"0,00"
"1122020000";"BCA - Lain-lain - 6765047017";"188.666.638,02";"0,00";"5.030.663,09";"97.489.882,62";"96.207.418,49";"0,00"
"1122030000";"BCA - Beasiswa - 2846565407";"195.909.130,00";"0,00";"137.900.000,00";"52.340.250,00";"281.468.880,00";"0,00"
"1122040000";"BCA - Usaha Dana - 2841818883";"14.885.600,00";"0,00";"533.371.239,00";"10.030.000,00";"538.226.839,00";"0,00"
"1122110001";"BCA - VA Ciateul - 2799595855";"9.474.412,38";"0,00";"106.059.738,88";"100.195.042,38";"15.339.108,88";"0,00"
"1122120004";"BCA - VA Mekar Wangi - 6765550088";"50.205.990,01";"0,00";"533.685.512,98";"510.519.127,40";"73.372.375,59";"0,00"
"1122130002";"BCA - VA Kopo Permai - 8105556221";"32.711.084,39";"0,00";"463.759.782,08";"400.578.904,42";"95.891.962,05";"0,00"
"1122140003";"BCA - VA TKI - 3793009115";"5.846.659,00";"0,00";"88.087.343,00";"85.166.000,00";"8.768.002,00";"0,00"
"1123010000";"BTPN Syariah - 1010308182";"85.560.428,00";"0,00";"4.798.422,00";"42.253,00";"90.316.597,00";"0,00"
"1123020000";"BTPN - 00020018585";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1123210000";"Deposito";"2.000.000.000,00";"0,00";"4.587.159,00";"4.587.159,00";"2.000.000.000,00";"0,00"
"1123220000";"Deposito Dana Pensiun";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1124010000";"Outstanding Check";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1130010000";"Piutang Guru dan Karyawan";"281.292.000,00";"0,00";"0,00";"25.170.000,00";"256.122.000,00";"0,00"
"1131010101";"Piutang Uang Gedung/Pangkal (UP)";"5.750.000,00";"0,00";"0,00";"0,00";"5.750.000,00";"0,00"
"1131010102";"Piutang Uang Gedung/Pangkal (UP)";"8.876.000,00";"0,00";"0,00";"750.000,00";"8.126.000,00";"0,00"
"1131010103";"Piutang Uang Gedung/Pangkal (UP)";"6.550.000,00";"0,00";"0,00";"1.525.000,00";"5.025.000,00";"0,00"
"1131010201";"Piutang Uang Gedung/Pangkal (UP)";"4.313.500,00";"0,00";"0,00";"0,00";"4.313.500,00";"0,00"
"1131010202";"Piutang Uang Gedung/Pangkal (UP)";"7.782.000,00";"0,00";"0,00";"499.000,00";"7.283.000,00";"0,00"
"1131010203";"Piutang Uang Gedung/Pangkal (UP)";"3.064.500,00";"0,00";"0,00";"1.112.500,00";"1.952.000,00";"0,00"
"1131010302";"Piutang Uang Gedung/Pangkal (UP)";"54.983.500,00";"0,00";"0,00";"6.722.500,00";"48.261.000,00";"0,00"
"1131010304";"Piutang Uang Gedung/Pangkal (UP)";"11.125.500,00";"0,00";"0,00";"1.400.000,00";"9.725.500,00";"0,00"
"1131010404";"Piutang Uang Gedung/Pangkal (UP)";"33.565.000,00";"0,00";"0,00";"684.000,00";"32.881.000,00";"0,00"
"1131020101";"Piutang Uang Pengembangan Sekolah (UPS)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1131020102";"Piutang Uang Pengembangan Sekolah (UPS)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"1131020103";"Piutang Uang Pengembangan Sekolah (UPS)";"575.000,00";"0,00";"0,00";"0,00";"575.000,00";"0,00"
"1131020201";"Piutang Uang Pengembangan Sekolah (UPS)";"14.476.750,00";"0,00";"0,00";"2.274.000,00";"12.202.750,00";"0,00"
"1131020202";"Piutang Uang Pengembangan Sekolah (UPS)";"18.237.500,00";"0,00";"0,00";"5.324.000,00";"12.913.500,00";"0,00"
"1131020203";"Piutang Uang Pengembangan Sekolah (UPS)";"4.413.000,00";"0,00";"0,00";"400.000,00";"4.013.000,00";"0,00"
"1131020302";"Piutang Uang Pengembangan Sekolah (UPS)";"41.201.500,00";"0,00";"10.500,00";"6.914.000,00";"34.298.000,00";"0,00"
"1131020304";"Piutang Uang Pengembangan Sekolah (UPS)";"11.900.000,00";"0,00";"1.085.000,00";"3.674.000,00";"9.311.000,00";"0,00"
"1131020404";"Piutang Uang Pengembangan Sekolah (UPS)";"16.298.500,00";"0,00";"0,00";"7.247.500,00";"9.051.000,00";"0,00"
"1131030101";"Piutang SPP";"4.909.582,00";"0,00";"33.468.750,00";"32.630.500,00";"5.747.832,00";"0,00"
"1131030102";"Piutang SPP";"31.308.499,00";"0,00";"51.868.750,00";"50.401.750,00";"32.775.499,00";"0,00"
