"No account";"Deskripsi";"Debit Awal";"Kredit Awal";"Debit";"Kredit";"Debit Akhir";"Kredit Akhir"
"111.11.111";"kas besar";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.21.111";"kas kecil tk ciateul";"6.000.000,00";"0,00";"20.239.600,00";"25.939.600,00";"300.000,00";"0,00"
"111.22.111";"kas kecil tk koper";"10.000.000,00";"0,00";"28.600.900,00";"38.600.900,00";"0,00";"0,00"
"111.23.111";"kas kecil tk tki";"5.000.000,00";"0,00";"13.469.750,00";"18.013.250,00";"456.500,00";"0,00"
"111.24.111";"kas kecil sd ciateul";"15.000.000,00";"0,00";"47.177.700,00";"61.518.600,00";"659.100,00";"0,00"
"111.25.111";"kas kecil sd koper";"15.000.000,00";"0,00";"48.571.800,00";"63.246.800,00";"325.000,00";"0,00"
"111.26.111";"kas kecil smp mekar wangi";"10.000.000,00";"0,00";"33.025.700,00";"42.701.000,00";"324.700,00";"0,00"
"111.27.111";"kas kecil smp koper";"15.000.000,00";"0,00";"62.593.663,00";"77.296.063,00";"297.600,00";"0,00"
"111.28.111";"kas kecil sma mekar wangi";"15.000.000,00";"0,00";"40.731.800,00";"55.486.900,00";"244.900,00";"0,00"
"111.29.111";"kas kecil bps";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.30.111";"kas bps-2";"50.000.000,00";"0,00";"177.009.000,00";"207.009.000,00";"20.000.000,00";"0,00"
"111.31.111";"kas smtr";"0,00";"0,00";"398.735.500,00";"398.713.300,00";"22.200,00";"0,00"
"111.32.111";"kas kecil komputer";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.33.111";"kas kecil sd tki ii";"10.000.000,00";"0,00";"23.091.900,00";"33.042.400,00";"49.500,00";"0,00"
"112.15.111";"deposito";"2.744.945.541,00";"0,00";"305.434.050,00";"2.050.379.591,00";"1.000.000.000,00";"0,00"
"112.15.112";"deposito/simp. emas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.22.111";"bdi umum";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.23.111";"bdi tk pasundan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.24.111";"bdi a/n. andrew";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.25.111";"nisp koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.26.111";"nisp tki ii";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.27.111";"bank niaga";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.28.111";"bdi a/n. ykki (no.91235572)";"29.443.796,49";"0,00";"5.574.638.694,88";"4.771.071.735,77";"833.010.755,60";"0,00"
"112.29.111";"cimb niaga ykki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.30.111";"bank nisp koper (a/n cy-tmt)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.111";"bnp a/n ykki (tk ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.112";"bnp a/n ykki (sd ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.113";"bnp a/n ykki (smp mekar wangi)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.114";"bnp a/n ykki (sma mekar wangi)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.32.111";"bdi virtual Ctl(3562377469)";"55.869.833,70";"0,00";"517.747.260,81";"536.956.528,17";"36.660.566,34";"0,00"
"112.32.112";"bdi virtual koper (3562373021)";"172.766.202,85";"0,00";"1.178.552.738,89";"1.304.553.988,78";"46.764.952,96";"0,00"
"112.32.113";"bdi tki (virtual account)";"34.194.022,80";"0,00";"401.392.332,81";"399.217.412,56";"36.368.943,05";"0,00"
"112.32.114";"bdi virtual mw 93562375307)";"82.545.144,69";"0,00";"651.344.313,99";"691.943.207,81";"41.946.250,87";"0,00"
"112.33.111";"bank btpn";"14.162.493,00";"0,00";"246.181.712,00";"260.344.205,00";"0,00";"0,00"
"112.34.111";"bank mandiri";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.35.111";"bca umum r/k.7750381132";"95.554.221,85";"0,00";"5.217.202.100,00";"5.304.068.644,00";"8.687.677,85";"0,00"
"112.36.111";"bca ctl no.2799595855 a.n.ykki";"15.531.838,00";"0,00";"601.068.925,46";"598.959.286,49";"17.641.476,97";"0,00"
"112.36.112";"bca koper no.805556221 (ykki)";"76.286.863,00";"0,00";"1.791.363.414,22";"1.840.472.278,64";"27.177.998,58";"0,00"
"112.36.113";"bca tki no.3793009115 (ykki)";"11.764.450,00";"0,00";"482.326.600,00";"486.921.000,00";"7.170.050,00";"0,00"
"112.36.114";"bca mw no.6765550088 (ykki)";"174.996.385,00";"0,00";"2.097.972.408,07";"2.210.968.159,01";"62.000.634,06";"0,00"
"112.37.111";"rek.bca ykki no.6765047017";"145.111.051,00";"0,00";"195.207.804,59";"215.197.760,92";"125.121.094,67";"0,00"
"112.38.111";"bca beasiswa (r/k.2846565407)";"116.903.500,00";"0,00";"216.080.000,00";"310.640.375,00";"22.343.125,00";"0,00"
"112.39.111";"bank btpn (1010308182)";"0,00";"0,00";"2.065.112.560,00";"1.998.537.385,00";"66.575.175,00";"0,00"
"117.11.111";"uang muka lain2";"4.400.920.110,00";"0,00";"1.210.656.800,00";"404.033.333,00";"5.207.543.577,00";"0,00"
"117.12.111";"um pembelian aset";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"117.14.111";"piutg guru sma (krg byr)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"117.15.111";"piutg kary & pegawai";"135.195.200,00";"0,00";"80.700.000,00";"133.595.200,00";"82.300.000,00";"0,00"
"117.15.112";"pinj. unit utk rekng";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"117.15.113";"pinj.penerima beasiswa";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.11.111";"piutang spp tk ciateul";"7.207.000,00";"0,00";"215.976.700,00";"220.181.618,00";"3.002.082,00";"0,00"
"118.11.112";"piutang spp tk koper";"19.976.000,00";"0,00";"404.854.500,00";"405.251.000,00";"19.579.500,00";"0,00"
"118.11.113";"piutang spp tk tki";"19.300.851,00";"0,00";"169.535.500,00";"170.447.500,00";"18.388.851,00";"0,00"
"118.21.111";"piutang spp sd ciateul";"90.645.450,00";"0,00";"719.514.000,00";"675.439.250,00";"134.720.200,00";"0,00"
"118.21.112";"piutang spp sd koper";"52.443.399,00";"0,00";"1.304.442.000,00";"1.226.890.221,00";"129.995.178,00";"0,00"
"118.21.113";"piutang spp sd tki";"14.625.250,00";"0,00";"589.334.750,00";"573.233.975,00";"30.726.025,00";"0,00"
"118.31.111";"piutang spp smp mekar wangi";"99.349.764,50";"0,00";"723.644.000,00";"695.705.463,00";"127.288.301,50";"0,00"
"118.31.112";"piutang spp smp koper";"291.283.337,00";"0,00";"1.017.386.400,00";"957.109.300,00";"351.560.437,00";"0,00"
"118.41.111";"piutang spp sma mekar wangi";"169.513.600,00";"0,00";"1.878.726.622,00";"1.857.068.275,00";"191.171.947,00";"0,00"
"118.51.111";"uang muka i-learning";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.51.112";"tungg du tk koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.52.111";"arisan skkk";"274.000.000,00";"0,00";"66.000.000,00";"0,00";"340.000.000,00";"0,00"
"118.53.111";"u.muka kontruksi koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.54.111";"u.m kontruksi dlm pembang. tki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.55.111";"piu. ykki/gkkkb";"500.000.000,00";"0,00";"0,00";"0,00";"500.000.000,00";"0,00"
"118.61.111";"u.muka open house tk ciateul";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.112";"u.muka open house tk koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.113";"u.muka open house tk tki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.114";"u.muka open house sd ciateul";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.115";"u.muka open house sd koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.116";"u.muka open house smp mekar wa";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.117";"u.muka open house smp koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.118";"u.muka open house sma mekar wa";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.119";"u.muka open house umum";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.71.111";"asuransi";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.81.111";"ganti nama sertifikat & ajb";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.91.111";"anonim";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"119.11.111";"piutang up tk ciateul";"15.124.750,00";"0,00";"0,00";"12.625.000,00";"2.499.750,00";"0,00"
"119.11.112";"piutang up tk koper";"12.415.000,00";"0,00";"0,00";"6.915.000,00";"5.500.000,00";"0,00"
"119.11.113";"piutang up tk tki";"10.999.000,00";"0,00";"2.000,00";"4.001.000,00";"7.000.000,00";"0,00"
"119.21.111";"piutang up sd ciateul";"2.409.500,00";"0,00";"4.750.000,00";"5.699.500,00";"1.460.000,00";"0,00"
"119.21.112";"piutang up sd koper";"0,00";"0,00";"6.250.000,00";"3.625.000,00";"2.625.000,00";"0,00"
"119.21.113";"piutang up sd tki";"975.000,00";"0,00";"0,00";"0,00";"975.000,00";"0,00"
"119.31.111";"piutang up smp mekar wangi";"8.350.000,00";"0,00";"0,00";"190.000,00";"8.160.000,00";"0,00"
