"No account";"Deskripsi";"Debit Awal";"Kredit Awal";"Debit";"Kredit";"Debit Akhir";"Kredit Akhir"
"111.11.111";"kas besar";"0,00";"0,00";"63.343.490.775,00";"63.343.490.775,00";"0,00";"0,00"
"111.21.111";"kas kecil tk ciateul";"-596.266,00";"0,00";"587.796.295,00";"571.200.029,00";"16.000.000,00";"0,00"
"111.22.111";"kas kecil tk koper";"240.885,00";"0,00";"765.816.414,00";"751.057.299,00";"15.000.000,00";"0,00"
"111.23.111";"kas kecil tk tki";"5.967,00";"0,00";"586.498.200,00";"571.504.167,00";"15.000.000,00";"0,00"
"111.24.111";"kas kecil sd ciateul";"181.250,00";"0,00";"948.936.675,00";"924.117.925,00";"25.000.000,00";"0,00"
"111.25.111";"kas kecil sd koper";"-955.025,00";"0,00";"1.370.439.600,00";"1.349.484.575,00";"20.000.000,00";"0,00"
"111.26.111";"kas kecil smp mekar wangi";"81.660,00";"0,00";"1.135.924.300,00";"1.126.005.960,00";"10.000.000,00";"0,00"
"111.27.111";"kas kecil smp koper";"752.051,00";"0,00";"1.611.055.895,00";"1.591.807.946,00";"20.000.000,00";"0,00"
"111.28.111";"kas kecil sma mekar wangi";"372.605,00";"0,00";"1.898.237.607,00";"1.873.610.212,00";"25.000.000,00";"0,00"
"111.29.111";"kas kecil bps";"959.818,00";"0,00";"469.138.686,00";"470.098.504,00";"0,00";"0,00"
"111.30.111";"kas bps-2";"-1.948.807,00";"0,00";"55.509.490.585,00";"55.407.541.778,00";"100.000.000,00";"0,00"
"111.31.111";"kas smtr";"12.115.624,00";"0,00";"0,00";"12.115.624,00";"0,00";"0,00"
"111.32.111";"kas kecil komputer";"0,00";"0,00";"39.852.730,00";"39.852.730,00";"0,00";"0,00"
"111.33.111";"kas kecil sd tki ii";"0,00";"0,00";"349.157.200,00";"334.157.200,00";"15.000.000,00";"0,00"
"112.15.111";"deposito";"308.539.490,00";"0,00";"66.932.897.698,20";"64.241.437.188,20";"3.000.000.000,00";"0,00"
"112.15.112";"deposito/simp. emas";"0,00";"0,00";"10.625.000,00";"0,00";"10.625.000,00";"0,00"
"112.22.111";"bdi umum";"98.149.492,00";"0,00";"3.268.082.443,00";"3.366.231.935,00";"0,00";"0,00"
"112.23.111";"bdi tk pasundan";"6.838.050,00";"0,00";"154.398.433,00";"161.236.483,00";"0,00";"0,00"
"112.24.111";"bdi a/n. andrew";"8.429.181,00";"0,00";"1.180.655,00";"9.609.836,00";"0,00";"0,00"
"112.25.111";"nisp koper";"297.778.127,00";"0,00";"38.342.884.028,91";"38.640.662.155,91";"0,00";"0,00"
"112.26.111";"nisp tki ii";"36.092.431,00";"0,00";"5.134.394.324,00";"5.170.486.755,00";"0,00";"0,00"
"112.27.111";"bank niaga";"26.412.908,00";"0,00";"152.407,00";"26.565.315,00";"0,00";"0,00"
"112.28.111";"bdi a/n. ykki (no.91235572)";"0,00";"0,00";"143.332.305.009,99";"142.727.787.210,54";"604.517.799,45";"0,00"
"112.29.111";"cimb niaga ykki";"0,00";"0,00";"7.167.414.723,00";"7.167.414.723,00";"0,00";"0,00"
"112.30.111";"bank nisp koper (a/n cy-tmt)";"0,00";"0,00";"4.678.116.884,00";"4.678.116.884,00";"0,00";"0,00"
"112.31.111";"bnp a/n ykki (tk ciateul)";"0,00";"0,00";"558.390.132,00";"558.390.132,00";"0,00";"0,00"
"112.31.112";"bnp a/n ykki (sd ciateul)";"0,00";"0,00";"1.659.270.139,00";"1.659.270.139,00";"0,00";"0,00"
"112.31.113";"bnp a/n ykki (smp mekar wangi)";"0,00";"0,00";"1.582.295.495,00";"1.582.295.495,00";"0,00";"0,00"
"112.31.114";"bnp a/n ykki (sma mekar wangi)";"0,00";"0,00";"10.896.911.860,00";"10.896.911.860,00";"0,00";"0,00"
"112.32.111";"bdi virtual Ctl(3562377469)";"0,00";"0,00";"9.077.251.885,43";"9.027.169.244,83";"50.082.640,60";"0,00"
"112.32.112";"bdi virtual koper (3562373021)";"0,00";"0,00";"27.500.773.185,41";"27.300.172.747,28";"200.600.438,13";"0,00"
"112.32.113";"bdi tki (virtual account)";"0,00";"0,00";"5.602.441.139,39";"5.548.349.436,75";"54.091.702,64";"0,00"
"112.32.114";"bdi virtual mw 93562375307)";"0,00";"0,00";"24.225.912.425,15";"24.069.714.945,99";"156.197.479,16";"0,00"
"112.33.111";"bank btpn";"0,00";"0,00";"24.319.301.249,00";"23.955.246.457,00";"364.054.792,00";"0,00"
"112.34.111";"bank mandiri";"0,00";"0,00";"2.398.283.659,18";"2.387.912.453,15";"10.371.206,03";"0,00"
"112.35.111";"bca umum r/k.7750381132";"0,00";"0,00";"8.505.186.942,35";"7.109.146.827,00";"1.396.040.115,35";"0,00"
