"No account";"Deskripsi";"Debit Awal";"Kredit Awal";"Debit";"Kredit";"Debit Akhir";"Kredit Akhir"
"111.11.111";"kas besar";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.21.111";"kas kecil tk ciateul";"6.000.000,00";"0,00";"0,00";"0,00";"6.000.000,00";"0,00"
"111.22.111";"kas kecil tk koper";"10.000.000,00";"0,00";"3.301.100,00";"3.301.100,00";"10.000.000,00";"0,00"
"111.23.111";"kas kecil tk tki";"5.000.000,00";"0,00";"0,00";"0,00";"5.000.000,00";"0,00"
"111.24.111";"kas kecil sd ciateul";"15.000.000,00";"0,00";"0,00";"0,00";"15.000.000,00";"0,00"
"111.25.111";"kas kecil sd koper";"15.000.000,00";"0,00";"0,00";"0,00";"15.000.000,00";"0,00"
"111.26.111";"kas kecil smp mekar wangi";"10.000.000,00";"0,00";"6.543.500,00";"6.543.500,00";"10.000.000,00";"0,00"
"111.27.111";"kas kecil smp koper";"15.000.000,00";"0,00";"12.914.570,00";"12.914.570,00";"15.000.000,00";"0,00"
"111.28.111";"kas kecil sma mekar wangi";"15.000.000,00";"0,00";"10.763.300,00";"10.763.300,00";"15.000.000,00";"0,00"
"111.29.111";"kas kecil bps";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.30.111";"kas bps-2";"50.000.000,00";"0,00";"0,00";"0,00";"50.000.000,00";"0,00"
"111.31.111";"kas smtr";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.32.111";"kas kecil komputer";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.33.111";"kas kecil sd tki ii";"10.000.000,00";"0,00";"0,00";"0,00";"10.000.000,00";"0,00"
"112.15.111";"deposito";"2.243.982.978,00";"0,00";"510.828.759,00";"9.866.196,00";"2.744.945.541,00";"0,00"
"112.15.112";"deposito/simp. emas";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.22.111";"bdi umum";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.23.111";"bdi tk pasundan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.24.111";"bdi a/n. andrew";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.25.111";"nisp koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.26.111";"nisp tki ii";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.27.111";"bank niaga";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.28.111";"bdi a/n. ykki (no.91235572)";"166.412.435,75";"0,00";"1.077.042.072,18";"1.214.010.711,44";"29.443.796,49";"0,00"
"112.29.111";"cimb niaga ykki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.30.111";"bank nisp koper (a/n cy-tmt)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.111";"bnp a/n ykki (tk ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.112";"bnp a/n ykki (sd ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
