"No account";"Deskripsi";"Debit Awal";"Kredit Awal";"Debit";"Kredit";"Debit Akhir";"Kredit Akhir"
"111.11.111";"kas besar";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.21.111";"kas kecil tk ciateul";"16.000.000,00";"0,00";"223.602.625,00";"205.343.975,00";"34.258.650,00";"0,00"
"111.22.111";"kas kecil tk koper";"15.000.000,00";"0,00";"316.149.750,00";"297.403.250,00";"33.746.500,00";"0,00"
"111.23.111";"kas kecil tk tki";"7.000.000,00";"0,00";"181.797.000,00";"158.098.000,00";"30.699.000,00";"0,00"
"111.24.111";"kas kecil sd ciateul";"15.000.000,00";"0,00";"364.040.200,00";"337.803.600,00";"41.236.600,00";"0,00"
"111.25.111";"kas kecil sd koper";"20.000.000,00";"0,00";"433.649.550,00";"416.341.350,00";"37.308.200,00";"0,00"
"111.26.111";"kas kecil smp mekar wangi";"10.000.000,00";"0,00";"315.677.500,00";"290.059.900,00";"35.617.600,00";"0,00"
"111.27.111";"kas kecil smp koper";"20.000.000,00";"0,00";"471.405.170,00";"436.424.670,00";"54.980.500,00";"0,00"
"111.28.111";"kas kecil sma mekar wangi";"25.000.000,00";"0,00";"529.584.460,00";"506.846.560,00";"47.737.900,00";"0,00"
"111.29.111";"kas kecil bps";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.30.111";"kas bps-2";"30.000.000,00";"0,00";"1.006.628.150,00";"860.301.150,00";"176.327.000,00";"0,00"
"111.31.111";"kas smtr";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.32.111";"kas kecil komputer";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"111.33.111";"kas kecil sd tki ii";"7.000.000,00";"0,00";"244.368.350,00";"224.946.000,00";"26.422.350,00";"0,00"
"112.15.111";"deposito";"1.000.000.000,00";"0,00";"3.818.978.077,00";"2.818.978.077,00";"2.000.000.000,00";"0,00"
"112.15.112";"deposito/simp. emas";"10.625.000,00";"0,00";"0,00";"10.625.000,00";"0,00";"0,00"
"112.22.111";"bdi umum";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.23.111";"bdi tk pasundan";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.24.111";"bdi a/n. andrew";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.25.111";"nisp koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.26.111";"nisp tki ii";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.27.111";"bank niaga";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.28.111";"bdi a/n. ykki";"877.082.231,21";"0,00";"36.762.265.982,93";"37.172.409.248,82";"466.938.965,32";"0,00"
"112.29.111";"cimb niaga ykki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.30.111";"bank nisp koper (a/n cy-tmt)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.111";"bnp a/n ykki (tk ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.112";"bnp a/n ykki (sd ciateul)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.113";"bnp a/n ykki (smp mekar wangi)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.31.114";"bnp a/n ykki (sma mekar wangi)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"112.32.111";"bdi virtual Ctl(3562377469)";"12.408.424,98";"0,00";"4.076.021.588,29";"4.132.435.378,30";"-44.005.365,03";"0,00"
"112.32.112";"bdi virtual koper (3562373021)";"45.750.815,96";"0,00";"10.289.148.587,75";"10.488.750.100,89";"-153.850.697,18";"0,00"
"112.32.113";"bdi tki (virtual account)";"8.706.548,71";"0,00";"3.090.838.905,10";"3.146.539.642,23";"-46.994.188,42";"0,00"
"112.32.114";"bdi virtual mw 93562375307)";"42.023.204,63";"0,00";"9.654.130.786,12";"9.873.262.612,37";"-177.108.621,62";"0,00"
"112.33.111";"bank btpn";"98.295.068,00";"0,00";"5.364.029.154,00";"5.002.741.197,00";"459.583.025,00";"0,00"
"112.34.111";"bank mandiri";"10.097.081,82";"0,00";"1.615.361.323,20";"1.603.884.595,70";"21.573.809,32";"0,00"
"112.35.111";"bank bca r/k.77";"7.405.692,35";"0,00";"12.464.881.250,00";"12.016.601.243,50";"455.685.698,85";"0,00"
"112.36.111";"bca ctl no.2799595855 a.n.ykki";"0,00";"0,00";"823.148.463,00";"885.710.000,00";"-62.561.537,00";"0,00"
"112.36.112";"bca koper no.805556221 (ykki)";"0,00";"0,00";"2.639.742.397,00";"2.804.710.000,00";"-164.967.603,00";"0,00"
"112.36.113";"bca tki no.3793009115 (ykki)";"0,00";"0,00";"675.939.750,00";"747.029.000,00";"-71.089.250,00";"0,00"
"112.36.114";"bca mw no.6765550088 (ykki)";"0,00";"0,00";"3.625.384.008,00";"3.953.305.000,00";"-327.920.992,00";"0,00"
"112.37.111";"rek.bca ykki no.6765047017";"0,00";"0,00";"725.864.551,00";"691.734.500,00";"34.130.051,00";"0,00"
"117.11.111";"uang muka lain2";"118.216.000,00";"0,00";"4.943.770.725,00";"1.872.310.225,00";"3.189.676.500,00";"0,00"
"117.14.111";"piutg guru sma (krg byr)";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"117.15.111";"piutg kary & pegawai";"314.949.500,00";"0,00";"560.918.750,00";"700.318.250,00";"175.550.000,00";"0,00"
"117.15.112";"pinj. unit utk rekng";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"117.15.113";"pinj.penerima beasiswa";"4.500.000,00";"0,00";"0,00";"4.500.000,00";"0,00";"0,00"
"118.11.111";"piutang spp tk ciateul";"4.336.893,00";"0,00";"950.323.100,00";"953.602.502,00";"1.057.491,00";"0,00"
"118.11.112";"piutang spp tk koper";"7.841.450,00";"0,00";"1.459.102.550,00";"1.459.474.000,00";"7.470.000,00";"0,00"
"118.11.113";"piutang spp tk tki";"1.600.000,00";"0,00";"893.160.100,00";"877.696.999,00";"17.063.101,00";"0,00"
"118.21.111";"piutang spp sd ciateul";"62.428.861,00";"0,00";"2.646.827.464,00";"2.652.182.625,00";"57.073.700,00";"0,00"
"118.21.112";"piutang spp sd koper";"16.273.757,00";"0,00";"4.566.959.250,00";"4.525.216.597,00";"58.016.410,00";"0,00"
"118.21.113";"piutang spp sd tki";"1.521.000,00";"0,00";"1.832.865.000,00";"1.819.688.550,00";"14.697.450,00";"0,00"
"118.31.111";"piutang spp smp mekar wangi";"51.038.950,00";"0,00";"2.426.213.000,00";"2.394.720.375,50";"82.531.574,50";"0,00"
"118.31.112";"piutang spp smp koper";"260.744.650,00";"0,00";"4.011.258.000,00";"3.966.953.188,00";"305.049.462,00";"0,00"
"118.41.111";"piutang spp sma mekar wangi";"105.623.000,00";"0,00";"7.366.540.850,00";"7.313.554.350,00";"158.609.500,00";"0,00"
"118.51.111";"uang muka i-learning";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.51.112";"tungg du tk koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.52.111";"arisan skkk";"165.000.000,00";"0,00";"234.000.000,00";"180.000.000,00";"219.000.000,00";"0,00"
"118.53.111";"u.muka kontruksi koper";"2.355.973.451,00";"0,00";"0,00";"2.355.973.451,00";"0,00";"0,00"
"118.54.111";"u.m kontruksi dlm pembang. tki";"1.510.467.988,00";"0,00";"694.395.295,00";"2.204.863.283,00";"0,00";"0,00"
"118.55.111";"piu. ykki/gkkkb";"500.000.000,00";"0,00";"0,00";"0,00";"500.000.000,00";"0,00"
"118.61.111";"u.muka open house tk ciateul";"-3.250.000,00";"0,00";"0,00";"0,00";"-3.250.000,00";"0,00"
"118.61.112";"u.muka open house tk koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.113";"u.muka open house tk tki";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"118.61.114";"u.muka open house sd ciateul";"3.250.000,00";"0,00";"0,00";"0,00";"3.250.000,00";"0,00"
"118.61.115";"u.muka open house sd koper";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
